anno,data,importo,numero,stato,cliente_id
2020,2020-01-05 22:18:36.909,3206.86,54,PAGATA,54
2020,2020-01-05 23:58:50.357,4282.25,53,NON_PAGATA,81
2020,2020-01-06 01:54:17.789,1746.79,13,NON_PAGATA,96
2020,2020-01-06 02:27:57.532,978.89,50,PAGATA,50
2020,2020-01-06 04:19:33.517,3305.61,63,NON_PAGATA,91
2020,2020-01-06 09:18:09.602,4407.86,66,PAGATA,17
2020,2020-01-06 17:23:50.611,279.48,36,PAGATA,54
2020,2020-01-06 20:10:25.998,1060.15,41,NON_PAGATA,65
2020,2020-01-06 22:22:34.184,572.87,66,PAGATA,87
2020,2020-01-07 03:35:50.208,2250.52,34,PAGATA,69
2020,2020-01-07 05:35:11.963,1476.34,61,NON_PAGATA,13
2020,2020-01-07 08:08:08.601,1852.91,43,NON_PAGATA,47
2020,2020-01-07 08:37:45.783,3828.55,35,NON_PAGATA,94
2020,2020-01-07 13:46:52.336,4150.90,6,PAGATA,34
2020,2020-01-07 17:04:16.938,4748.41,37,NON_PAGATA,73
2020,2020-01-07 19:05:24.109,381.85,39,NON_PAGATA,6
2020,2020-01-07 19:24:51.516,187.83,33,NON_PAGATA,27
2020,2020-01-07 21:15:28.874,4325.37,65,NON_PAGATA,55
2020,2020-01-08 00:33:20.621,4726.95,58,PAGATA,91
2020,2020-01-08 02:15:13.544,2876.49,3,NON_PAGATA,76
2020,2020-01-08 03:37:20.99,4731.03,24,PAGATA,67
2020,2020-01-08 04:15:18.111,4011.59,13,NON_PAGATA,75
2020,2020-01-08 04:59:48.485,609.30,78,PAGATA,6
2020,2020-01-08 05:12:42.719,704.74,64,PAGATA,53
2020,2020-01-08 08:20:18.783,1324.22,29,NON_PAGATA,77
2020,2020-01-08 15:46:52.843,1868.94,65,NON_PAGATA,70
2020,2020-01-08 15:59:47.649,2556.63,44,PAGATA,12
2020,2020-01-08 17:34:52.061,576.51,76,PAGATA,81
2020,2020-01-08 17:52:38.204,4226.03,16,PAGATA,5
2020,2020-01-08 19:58:37.997,1812.14,31,NON_PAGATA,18
2020,2020-01-08 20:22:15.509,4787.79,109,NON_PAGATA,60
2020,2020-01-09 00:31:38.959,4599.88,43,NON_PAGATA,37
2020,2020-01-09 04:01:59.569,3998.37,66,PAGATA,85
2020,2020-01-09 04:08:52.736,356.01,32,PAGATA,6
2020,2020-01-09 06:09:34.344,3094.54,77,NON_PAGATA,1
2020,2020-01-09 09:21:13.075,1549.95,40,PAGATA,90
2020,2020-01-09 12:53:14.054,2811.57,72,PAGATA,60
2020,2020-01-09 14:00:24.438,2981.76,60,PAGATA,81
2020,2020-01-09 14:04:02.195,2300.90,24,PAGATA,37
2020,2020-01-09 14:58:30.006,3856.49,56,PAGATA,10
2020,2020-01-09 17:39:49.011,404.68,55,NON_PAGATA,92
2020,2020-01-09 19:55:28.692,2506.35,64,PAGATA,91
2020,2020-01-09 21:07:48.546,3118.90,13,NON_PAGATA,74
2020,2020-01-09 23:11:43.389,3663.12,10,PAGATA,86
2020,2020-01-10 00:16:46.038,1071.11,21,NON_PAGATA,80
2020,2020-01-10 00:58:45.587,1868.33,31,NON_PAGATA,87
2020,2020-01-10 02:17:40.105,4641.03,16,PAGATA,47
2020,2020-01-10 03:56:38.651,412.05,7,NON_PAGATA,46
2020,2020-01-10 08:31:02.838,724.37,40,PAGATA,65
2020,2020-01-10 10:02:52.06,2931.82,34,PAGATA,7
2020,2020-01-10 10:37:59.792,4894.56,5,NON_PAGATA,4
2020,2020-01-10 10:40:31.94,1858.93,19,NON_PAGATA,45
2020,2020-01-10 10:48:36.272,383.88,15,NON_PAGATA,69
2020,2020-01-10 19:51:36.048,3858.43,24,PAGATA,71
2020,2020-01-11 02:43:15.386,4910.94,50,PAGATA,43
2020,2020-01-11 03:17:27.418,2692.69,2,PAGATA,86
2020,2020-01-11 03:24:48.071,1258.52,88,PAGATA,83
2020,2020-01-11 04:11:01.234,1374.74,19,NON_PAGATA,3
2020,2020-01-11 05:05:05.826,2314.21,9,NON_PAGATA,89
2020,2020-01-11 07:57:53.774,1335.86,72,PAGATA,81
2020,2020-01-11 10:47:40.705,2515.24,55,NON_PAGATA,84
2020,2020-01-11 11:22:37.233,2922.99,97,NON_PAGATA,76
2020,2020-01-11 12:56:33.936,1389.11,35,NON_PAGATA,100
2020,2020-01-11 16:49:17.673,939.74,18,PAGATA,24
2020,2020-01-11 19:40:00.631,1437.95,40,PAGATA,73
2020,2020-01-11 20:59:46.24,179.01,9,NON_PAGATA,85
2020,2020-01-12 00:20:48.732,3346.90,61,NON_PAGATA,5
2020,2020-01-12 01:50:38.355,1966.19,12,PAGATA,98
2020,2020-01-12 02:27:43.097,3864.33,22,PAGATA,78
2020,2020-01-12 04:05:04.591,4055.97,51,NON_PAGATA,85
2020,2020-01-12 06:10:47.915,295.60,3,NON_PAGATA,98
2020,2020-01-12 06:27:09.74,21.07,22,PAGATA,8
2020,2020-01-12 11:10:54.27,4542.32,17,NON_PAGATA,68
2020,2020-01-12 11:41:06.182,486.95,7,NON_PAGATA,60
2020,2020-01-12 12:59:08.438,412.75,67,NON_PAGATA,81
2020,2020-01-12 15:52:59.113,4893.37,24,PAGATA,32
2020,2020-01-12 19:28:10.203,1132.57,69,NON_PAGATA,95
2020,2020-01-13 01:47:37.007,3464.86,26,PAGATA,40
2020,2020-01-13 02:16:06.428,660.92,67,NON_PAGATA,77
2020,2020-01-13 03:39:01.884,2222.49,23,NON_PAGATA,12
2020,2020-01-13 04:13:39.645,3332.39,55,NON_PAGATA,47
2020,2020-01-13 07:06:21.157,353.26,50,PAGATA,81
2020,2020-01-13 09:41:53.383,1591.66,16,PAGATA,78
2020,2020-01-13 13:02:45.075,1523.14,79,NON_PAGATA,17
2020,2020-01-13 13:56:10.956,1731.57,70,PAGATA,83
2020,2020-01-13 14:52:18.177,1834.18,32,PAGATA,34
2020,2020-01-13 17:33:01.707,4474.17,9,NON_PAGATA,88
2020,2020-01-13 19:20:43.105,675.78,33,NON_PAGATA,93
2020,2020-01-13 21:42:05.163,2744.31,32,PAGATA,54
2020,2020-01-13 21:47:07.448,969.44,81,NON_PAGATA,75
2020,2020-01-14 00:08:23.497,162.94,73,NON_PAGATA,81
2020,2020-01-14 00:24:42.035,2962.78,27,NON_PAGATA,42
2020,2020-01-14 02:49:54.861,1736.98,84,PAGATA,2
2020,2020-01-14 03:05:07.188,4113.01,94,PAGATA,60
2020,2020-01-14 03:18:13.8,1615.29,82,PAGATA,25
2020,2020-01-14 07:43:24.054,3376.79,38,PAGATA,95
2020,2020-01-14 08:58:43.47,2436.02,73,NON_PAGATA,26
2020,2020-01-14 14:36:22.139,3780.24,15,NON_PAGATA,50
2020,2020-01-14 16:07:35.694,3754.63,1,NON_PAGATA,64
2020,2020-01-14 17:34:06.9,696.17,3,NON_PAGATA,17
2020,2020-01-14 21:42:43.258,1539.12,62,PAGATA,64
2020,2020-01-14 23:24:52.89,2667.87,28,PAGATA,38
2020,2020-01-14 23:31:16.024,1878.01,70,PAGATA,43
2020,2020-01-15 08:34:34.205,656.20,61,NON_PAGATA,36
2020,2020-01-15 12:37:51.265,3255.05,20,PAGATA,60
2020,2020-01-15 13:21:32.646,847.22,40,PAGATA,20
2020,2020-01-15 15:28:43.083,3955.55,6,PAGATA,5
2020,2020-01-15 15:49:58.69,70.90,18,PAGATA,37
2020,2020-01-15 17:37:49.436,2191.03,64,PAGATA,77
2020,2020-01-15 17:53:34.262,3366.69,29,NON_PAGATA,16
2020,2020-01-15 19:30:58.364,4823.59,2,PAGATA,57
2020,2020-01-15 19:59:32.062,4516.85,1,NON_PAGATA,2
2020,2020-01-16 02:23:38.659,1927.98,95,NON_PAGATA,46
2020,2020-01-16 04:16:50.103,3830.04,15,NON_PAGATA,23
2020,2020-01-16 05:48:38.123,544.99,58,PAGATA,26
2020,2020-01-16 12:38:00.67,362.39,30,PAGATA,73
2020,2020-01-16 15:16:20.419,2456.30,29,NON_PAGATA,23
2020,2020-01-16 16:39:53.311,2900.99,19,NON_PAGATA,40
2020,2020-01-16 19:49:54.892,847.96,13,NON_PAGATA,16
2020,2020-01-16 22:19:25.849,259.06,92,PAGATA,81
2020,2020-01-17 04:07:06.641,4709.82,32,PAGATA,1
2020,2020-01-17 04:48:02.179,4029.55,79,NON_PAGATA,38
2020,2020-01-17 06:04:11.678,1107.66,32,PAGATA,68
2020,2020-01-17 06:19:25.321,2523.25,12,PAGATA,38
2020,2020-01-17 07:55:09.488,3416.89,25,NON_PAGATA,27
2020,2020-01-17 09:05:45.701,3611.75,2,PAGATA,87
2020,2020-01-17 14:01:18.619,4003.70,36,PAGATA,10
2020,2020-01-17 14:18:44.045,1359.41,68,PAGATA,54
2020,2020-01-17 22:26:01.758,1570.59,36,PAGATA,65
2020,2020-01-18 01:34:21.027,1782.54,115,NON_PAGATA,2
2020,2020-01-18 03:11:37.119,846.05,3,NON_PAGATA,25
2020,2020-01-18 06:13:03.453,1942.85,35,NON_PAGATA,14
2020,2020-01-18 06:57:26.877,3296.16,58,PAGATA,47
2020,2020-01-18 07:22:01.277,4151.78,12,PAGATA,61
2020,2020-01-18 08:29:25.413,3808.86,9,NON_PAGATA,23
2020,2020-01-18 10:09:24.686,4848.13,2,PAGATA,89
2020,2020-01-18 15:31:24.634,3320.05,40,PAGATA,82
2020,2020-01-18 18:22:14.698,2002.50,37,NON_PAGATA,93
2020,2020-01-18 20:11:57.268,1741.81,24,PAGATA,69
2020,2020-01-19 03:00:39.534,4696.45,79,NON_PAGATA,61
2020,2020-01-19 07:17:32.758,3440.37,37,NON_PAGATA,9
2020,2020-01-19 12:08:29.794,2791.10,36,PAGATA,41
2020,2020-01-19 14:00:00.152,182.02,21,NON_PAGATA,61
2020,2020-01-19 17:45:26.149,878.66,48,PAGATA,12
2020,2020-01-19 21:34:13.064,2140.23,34,PAGATA,35
2020,2020-01-19 23:10:14.537,2388.61,31,NON_PAGATA,77
2020,2020-01-20 07:39:25.104,408.64,69,NON_PAGATA,75
2020,2020-01-20 09:30:39.2,4547.23,29,NON_PAGATA,84
2020,2020-01-20 11:07:19.451,1255.60,3,NON_PAGATA,38
2020,2020-01-20 14:35:45.91,1580.39,9,NON_PAGATA,93
2020,2020-01-20 16:27:20.637,903.54,93,NON_PAGATA,28
2020,2020-01-20 16:29:47.843,3222.78,70,PAGATA,76
2020,2020-01-20 18:56:11.806,1665.67,41,NON_PAGATA,93
2020,2020-01-20 20:34:35.964,4007.92,26,PAGATA,95
2020,2020-01-20 23:29:50.394,1068.95,40,PAGATA,56
2020,2020-01-21 01:58:41.991,510.28,6,PAGATA,23
2020,2020-01-21 02:54:57.52,4605.27,94,PAGATA,83
2020,2020-01-21 05:24:40.305,1813.14,11,NON_PAGATA,82
2020,2020-01-21 09:17:29.645,1785.60,30,PAGATA,71
2020,2020-01-21 10:14:14.462,3000.93,109,NON_PAGATA,76
2020,2020-01-21 10:24:04.77,98.38,37,NON_PAGATA,47
2020,2020-01-21 11:59:03.486,1192.84,70,PAGATA,32
2020,2020-01-21 17:30:02.064,2413.09,28,PAGATA,23
2020,2020-01-21 19:36:52.527,540.27,38,PAGATA,62
2020,2020-01-21 21:20:12.361,914.79,75,NON_PAGATA,22
2020,2020-01-21 22:10:03.83,299.12,20,PAGATA,80
2020,2020-01-21 22:34:06.107,2572.11,88,PAGATA,43
2020,2020-01-22 00:05:37.528,2410.65,20,PAGATA,83
2020,2020-01-22 01:30:23.313,3571.85,17,NON_PAGATA,32
2020,2020-01-22 06:06:18.583,4923.61,66,PAGATA,61
2020,2020-01-22 10:07:43.32,4710.66,30,PAGATA,43
2020,2020-01-22 16:05:33.85,2225.87,48,PAGATA,71
2020,2020-01-22 17:11:19.447,4834.12,19,NON_PAGATA,59
2020,2020-01-22 19:18:43.813,3999.51,29,NON_PAGATA,50
2020,2020-01-22 21:20:04.13,3885.74,44,PAGATA,68
2020,2020-01-22 22:11:05.274,1130.16,47,NON_PAGATA,49
2020,2020-01-22 22:45:00.611,3105.02,12,PAGATA,23
2020,2020-01-23 02:05:37.768,2698.00,3,NON_PAGATA,29
2020,2020-01-23 02:26:58.613,1934.74,33,NON_PAGATA,10
2020,2020-01-23 02:52:16.456,2907.91,44,PAGATA,1
2020,2020-01-23 04:26:00.855,3750.32,40,PAGATA,52
2020,2020-01-23 05:02:14.65,1203.39,87,NON_PAGATA,60
2020,2020-01-23 08:23:12.284,2846.26,49,NON_PAGATA,70
2020,2020-01-23 08:51:38.357,3896.55,71,NON_PAGATA,91
2020,2020-01-23 10:40:21.527,1189.54,2,PAGATA,47
2020,2020-01-23 10:44:25.476,27.90,52,PAGATA,5
2020,2020-01-23 11:25:37.822,1185.62,16,PAGATA,93
2020,2020-01-23 12:40:01.646,4847.40,76,PAGATA,64
2020,2020-01-23 14:11:28.214,2171.02,21,NON_PAGATA,7
2020,2020-01-23 17:14:32.199,4919.37,24,PAGATA,33
2020,2020-01-23 21:47:14.056,2667.17,26,PAGATA,45
2020,2020-01-24 02:16:15.223,2473.60,92,PAGATA,17
2020,2020-01-24 02:34:53.749,4891.92,30,PAGATA,20
2020,2020-01-24 09:09:36.277,3418.99,24,PAGATA,10
2020,2020-01-24 10:57:06.325,2934.67,21,NON_PAGATA,52
2020,2020-01-24 11:50:42.141,2211.91,47,NON_PAGATA,93
2020,2020-01-24 18:41:28.805,2763.87,88,PAGATA,61
2020,2020-01-24 21:58:29.497,4400.47,13,NON_PAGATA,89
2020,2020-01-25 00:21:18.255,3115.35,3,NON_PAGATA,82
2020,2020-01-25 00:23:24.63,3965.20,12,PAGATA,80
2020,2020-01-25 00:28:32.113,2315.18,65,NON_PAGATA,83
2020,2020-01-25 02:33:34.737,4512.42,99,NON_PAGATA,76
2020,2020-01-25 04:11:37.116,832.89,33,NON_PAGATA,34
2020,2020-01-25 04:25:32.852,2473.52,74,PAGATA,24
2020,2020-01-25 04:45:21.58,3082.46,34,PAGATA,92
2020,2020-01-25 06:27:09.601,1982.91,11,NON_PAGATA,25
2020,2020-01-25 10:20:13.847,4076.54,39,NON_PAGATA,65
2020,2020-01-25 13:17:11.943,1467.25,25,NON_PAGATA,52
2020,2020-01-25 14:53:03.814,3400.36,44,PAGATA,41
2020,2020-01-25 17:38:16.225,4521.79,11,NON_PAGATA,38
2020,2020-01-25 19:26:30.264,826.39,34,PAGATA,13
2020,2020-01-25 20:06:11.36,704.66,36,PAGATA,27
2020,2020-01-25 21:15:28.596,1645.61,28,PAGATA,36
2020,2020-01-25 23:57:26.944,2457.00,7,NON_PAGATA,19
2020,2020-01-26 01:37:39.403,731.52,17,NON_PAGATA,48
2020,2020-01-26 01:47:21.043,519.25,36,PAGATA,6
2020,2020-01-26 05:55:46.116,459.91,70,PAGATA,92
2020,2020-01-26 06:15:21.087,3693.73,48,PAGATA,100
2020,2020-01-26 07:33:17.996,4095.25,78,PAGATA,32
2020,2020-01-26 13:24:18.869,3201.13,2,PAGATA,31
2020,2020-01-26 14:56:36.711,935.49,57,NON_PAGATA,79
2020,2020-01-26 15:26:13.559,3108.55,63,NON_PAGATA,53
2020,2020-01-26 16:29:29.184,843.40,49,NON_PAGATA,71
2020,2020-01-26 18:05:33.56,1701.61,62,PAGATA,78
2020,2020-01-26 20:57:02.357,1881.65,54,PAGATA,61
2020,2020-01-26 21:22:53.253,2267.33,28,PAGATA,79
2020,2020-01-26 23:15:26.152,1818.92,86,PAGATA,76
2020,2020-01-26 23:34:13.197,3802.53,4,PAGATA,77
2020,2020-01-27 01:16:50.28,2461.43,23,NON_PAGATA,53
2020,2020-01-27 02:25:37.513,1756.99,101,NON_PAGATA,76
2020,2020-01-27 03:42:23.152,88.23,42,PAGATA,88
2020,2020-01-27 04:55:19.828,1776.73,77,NON_PAGATA,38
2020,2020-01-27 08:19:34.435,312.84,88,PAGATA,37
2020,2020-01-27 10:28:43.024,4869.64,55,NON_PAGATA,70
2020,2020-01-27 12:10:29.876,3155.58,57,NON_PAGATA,28
2020,2020-01-27 18:19:14.338,3377.44,27,NON_PAGATA,1
2020,2020-01-27 20:01:23.907,249.71,81,NON_PAGATA,28
2020,2020-01-27 21:13:51.396,4748.79,26,PAGATA,77
2020,2020-01-27 23:15:02.652,4004.42,57,NON_PAGATA,6
2020,2020-01-28 00:09:51.139,931.48,19,NON_PAGATA,74
2020,2020-01-28 00:32:15.936,4454.70,58,PAGATA,73
2020,2020-01-28 02:53:29.6,2191.50,29,NON_PAGATA,65
2020,2020-01-28 03:53:17.593,2245.58,30,PAGATA,17
2020,2020-01-28 05:12:27.181,963.74,66,PAGATA,33
2020,2020-01-28 06:04:04.061,4489.47,6,PAGATA,47
2020,2020-01-28 06:12:17.354,3475.78,89,NON_PAGATA,32
2020,2020-01-28 19:02:01.196,2319.29,73,NON_PAGATA,77
2020,2020-01-28 21:10:16.573,1157.76,31,NON_PAGATA,92
2020,2020-01-28 22:04:40.268,2485.85,25,NON_PAGATA,88
2020,2020-01-28 22:30:36.123,4320.04,58,PAGATA,81
2020,2020-01-28 23:49:19.385,1537.94,17,NON_PAGATA,74
2020,2020-01-29 03:39:22.068,628.95,30,PAGATA,90
2020,2020-01-29 05:49:49.527,2636.04,63,NON_PAGATA,77
2020,2020-01-29 07:23:24.532,4949.90,17,NON_PAGATA,17
2020,2020-01-29 10:47:47.246,762.14,39,NON_PAGATA,88
2020,2020-01-29 15:35:10.85,4832.14,17,NON_PAGATA,25
2020,2020-01-29 15:35:28.251,4877.31,3,NON_PAGATA,2
2020,2020-01-29 16:05:51.262,1014.69,6,PAGATA,58
2020,2020-01-29 17:51:03.829,2937.69,4,PAGATA,100
2020,2020-01-29 19:29:54.214,2438.29,80,PAGATA,22
2020,2020-01-29 23:54:29.93,381.68,49,NON_PAGATA,10
2020,2020-01-30 02:10:17.4,2932.79,3,NON_PAGATA,73
2020,2020-01-30 03:42:51.293,2275.96,11,NON_PAGATA,28
2020,2020-01-30 05:10:18.303,2996.88,79,NON_PAGATA,65
2020,2020-01-30 10:03:38.821,167.82,66,PAGATA,2
2020,2020-01-30 10:07:15.323,3938.49,42,PAGATA,35
2020,2020-01-30 12:12:32.435,100.97,19,NON_PAGATA,50
2020,2020-01-30 17:47:31.298,3035.76,17,NON_PAGATA,98
2020,2020-01-30 21:04:58.314,4925.77,43,NON_PAGATA,66
2020,2020-01-30 22:24:14.066,2745.60,13,NON_PAGATA,23
2020,2020-01-31 00:14:46.105,3897.60,83,NON_PAGATA,70
2020,2020-01-31 02:02:03.158,4760.89,30,PAGATA,33
2020,2020-01-31 04:05:50.817,1795.78,102,PAGATA,81
2020,2020-01-31 07:20:21.481,3566.60,61,NON_PAGATA,1
2020,2020-01-31 08:33:58.354,2997.63,64,PAGATA,25
2020,2020-01-31 08:55:45.654,3269.23,49,NON_PAGATA,100
2020,2020-01-31 10:18:33.187,4622.29,75,NON_PAGATA,77
2020,2020-01-31 14:13:21.026,1832.50,10,PAGATA,29
2020,2020-01-31 17:04:44.384,169.14,46,PAGATA,78
2020,2020-01-31 17:26:18.802,314.92,29,NON_PAGATA,62
2020,2020-01-31 17:51:52.892,2274.51,14,PAGATA,35
2020,2020-01-31 18:54:19.592,3658.27,25,NON_PAGATA,18
2020,2020-02-01 01:05:41.362,4833.36,21,NON_PAGATA,91
2020,2020-02-01 03:01:47.022,4819.82,29,NON_PAGATA,93
2020,2020-02-01 04:21:21.162,3532.50,5,NON_PAGATA,12
2020,2020-02-01 08:52:19.25,802.92,35,NON_PAGATA,68
2020,2020-02-01 09:02:24.818,788.05,28,PAGATA,69
2020,2020-02-01 14:44:26.074,2357.03,51,NON_PAGATA,49
2020,2020-02-01 19:01:17.62,2252.76,54,PAGATA,22
2020,2020-02-02 01:27:36.69,1487.88,84,PAGATA,85
2020,2020-02-02 02:40:36.928,4882.83,5,NON_PAGATA,59
2020,2020-02-02 05:08:49.968,3663.17,51,NON_PAGATA,33
2020,2020-02-02 07:43:45.306,2485.04,67,NON_PAGATA,2
2020,2020-02-02 07:55:47.615,3762.53,39,NON_PAGATA,95
2020,2020-02-02 13:30:38.751,4795.43,29,NON_PAGATA,28
2020,2020-02-02 18:09:59.508,722.38,8,PAGATA,78
2020,2020-02-02 19:39:45.995,900.61,112,PAGATA,60
2020,2020-02-02 22:11:56.403,3174.26,68,PAGATA,24
2020,2020-02-03 01:56:28.824,4753.40,15,NON_PAGATA,12
2020,2020-02-03 05:21:07.311,2169.42,37,NON_PAGATA,24
2020,2020-02-03 06:06:03.633,2040.20,5,NON_PAGATA,78
2020,2020-02-03 09:05:39.326,787.21,39,NON_PAGATA,86
2020,2020-02-03 12:53:11.859,4544.96,66,PAGATA,32
2020,2020-02-03 13:27:26.274,843.82,30,PAGATA,27
2020,2020-02-03 15:03:13.314,317.01,45,NON_PAGATA,15
2020,2020-02-03 16:21:50.724,4239.14,78,PAGATA,94
2020,2020-02-03 17:06:57.171,4841.79,47,NON_PAGATA,15
2020,2020-02-03 18:33:54.038,3599.60,60,PAGATA,73
2020,2020-02-03 18:52:22.009,3354.09,44,PAGATA,27
2020,2020-02-03 20:10:53.98,2656.75,49,NON_PAGATA,85
2020,2020-02-03 20:54:32.891,1115.94,68,PAGATA,37
2020,2020-02-04 02:19:56.702,3447.60,99,NON_PAGATA,43
2020,2020-02-04 07:17:21.546,1639.22,58,PAGATA,61
2020,2020-02-04 07:51:57.666,816.08,105,NON_PAGATA,83
2020,2020-02-04 11:22:16.73,3886.00,13,NON_PAGATA,20
2020,2020-02-04 12:30:50.516,1014.45,5,NON_PAGATA,81
2020,2020-02-04 14:25:31.513,4024.10,11,NON_PAGATA,46
2020,2020-02-04 14:59:00.75,563.18,62,PAGATA,54
2020,2020-02-04 15:13:47.812,4062.90,62,PAGATA,95
2020,2020-02-05 02:39:40.743,1619.10,7,NON_PAGATA,4
2020,2020-02-05 04:25:59.556,3893.88,18,PAGATA,32
2020,2020-02-05 06:29:53.55,3520.33,54,PAGATA,47
2020,2020-02-05 08:58:49.124,2238.26,55,NON_PAGATA,32
2020,2020-02-05 09:45:13.297,3422.18,41,NON_PAGATA,85
2020,2020-02-05 10:53:56.544,4803.98,35,NON_PAGATA,9
2020,2020-02-05 13:10:06.174,1456.11,18,PAGATA,13
2020,2020-02-05 13:41:14.757,2917.25,81,NON_PAGATA,81
2020,2020-02-05 15:35:56.343,3593.25,47,NON_PAGATA,47
2020,2020-02-05 16:23:30.81,2707.37,36,PAGATA,43
2020,2020-02-05 16:26:57.672,899.22,35,NON_PAGATA,10
2020,2020-02-05 17:20:43.582,1562.59,46,PAGATA,76
2020,2020-02-05 20:26:29.787,3055.08,6,PAGATA,96
2020,2020-02-05 21:03:31.194,2895.30,21,NON_PAGATA,43
2020,2020-02-06 01:40:04.114,3073.47,50,PAGATA,42
2020,2020-02-06 02:45:58.512,3808.22,108,PAGATA,60
2020,2020-02-06 04:33:15.834,2779.74,2,PAGATA,61
2020,2020-02-06 06:09:32.587,4639.11,32,PAGATA,13
2020,2020-02-06 10:02:29.272,3387.15,4,PAGATA,65
2020,2020-02-06 13:05:38.973,3216.77,64,PAGATA,1
2020,2020-02-06 17:45:16.051,1455.15,7,NON_PAGATA,15
2020,2020-02-07 01:28:58.705,1525.50,75,NON_PAGATA,100
2020,2020-02-07 06:06:37.24,4335.78,30,PAGATA,78
2020,2020-02-07 06:45:46.999,4642.26,5,NON_PAGATA,89
2020,2020-02-07 08:10:18.303,3380.90,58,PAGATA,54
